payment_id,customer_id,staff_id,rental_id,amount,payment_date
137,395,1,12407,1.24,2024-09-08 02:46:15
138,160,1,10771,6.06,2024-04-04 01:36:53
139,269,1,27,11.34,2024-10-20 03:34:11
140,581,1,2686,1.2,2024-03-03 22:31:00
141,561,1,6277,5.45,2024-02-22 22:24:24
142,172,1,2062,6.47,2024-12-09 04:30:12
143,300,2,1241,3.02,2024-11-06 19:42:03
144,472,2,422,5.77,2024-08-04 06:22:50
145,560,2,15934,11.03,2024-09-14 09:59:23
146,473,1,12220,11.61,2024-03-01 23:36:21
147,383,2,1057,4.93,2024-01-16 11:56:46
148,378,2,12197,5.3,2024-07-18 21:28:48
149,162,1,13723,7.31,2024-12-15 19:32:47
150,372,1,5988,1.97,2024-09-06 01:45:10
151,525,1,14037,10.58,2024-02-20 07:56:55
152,370,2,491,4.56,2024-07-10 18:17:07
153,13,2,10419,8.45,2024-07-21 02:01:41
154,267,1,13511,5.47,2024-02-07 13:44:37
155,324,1,7887,5.95,2024-09-28 13:04:28
156,342,1,15998,8.0,2024-07-21 06:40:54
157,373,1,15576,1.02,2024-08-12 18:04:44
158,496,2,5474,2.89,2024-10-09 13:45:10
159,461,2,12131,2.71,2024-09-05 07:25:19
160,219,2,316,3.79,2024-08-23 16:58:55
161,211,2,11953,9.61,2024-08-27 07:03:43
162,394,1,5514,3.61,2024-05-28 07:22:16
163,330,1,6159,7.77,2024-11-11 06:15:46
164,462,1,12669,9.75,2024-06-07 05:32:34
165,328,1,3197,10.07,2024-05-30 13:53:07
166,267,2,10143,4.87,2024-02-17 01:21:54
167,23,1,7352,10.66,2024-05-01 22:16:59
168,439,2,8738,11.81,2024-10-30 05:54:15
169,357,2,11689,5.33,2024-11-09 04:30:07
170,158,2,6281,4.78,2024-11-12 04:25:22
171,114,2,11075,2.91,2024-12-25 21:19:55
172,436,1,3682,2.94,2024-12-05 16:00:55
173,565,2,12551,3.4,2024-11-02 13:45:18
174,565,2,5386,4.89,2024-11-21 09:42:36
175,269,1,7042,8.58,2024-08-10 12:11:47
176,64,2,8204,1.44,2024-01-19 16:29:03
177,210,2,12627,10.34,2024-06-15 08:45:29
178,549,1,4620,11.04,2024-08-30 21:22:49
179,340,2,9384,11.84,2024-04-04 04:57:20
180,478,2,6033,11.01,2024-06-07 19:49:36
181,71,2,14284,9.8,2024-04-11 17:36:23
182,115,2,5124,9.46,2024-03-18 16:20:51
183,451,1,11940,8.78,2024-04-24 13:08:33
184,55,1,15571,5.32,2024-07-21 23:58:23
185,457,2,15778,9.95,2024-01-17 02:54:16
186,553,2,11425,10.67,2024-09-13 20:26:14
187,418,2,14477,2.8,2024-03-16 09:18:48
188,515,2,12871,10.34,2024-03-06 13:21:00
189,72,2,15341,5.21,2024-02-24 03:46:58
190,585,2,10183,10.15,2024-03-05 12:51:10
191,493,2,2650,7.27,2024-03-28 07:45:07
192,313,1,5341,10.97,2024-10-06 20:10:18
193,229,1,10988,9.36,2024-09-25 07:36:36
194,582,2,2813,7.17,2024-08-22 00:07:07
195,427,1,15220,4.28,2024-04-29 10:43:22
196,481,1,8448,6.92,2024-08-24 03:36:42
197,291,2,14956,2.32,2024-01-22 21:22:33
198,221,2,15325,4.79,2024-10-14 19:55:34
199,357,1,2924,1.87,2024-09-09 17:53:42
200,101,1,12755,11.0,2024-07-08 18:45:11
201,510,1,899,9.71,2024-04-10 01:39:41
202,294,1,12051,4.66,2024-04-03 00:06:42
203,147,2,9479,8.44,2024-12-25 22:17:36
204,179,1,10825,9.93,2024-12-29 07:12:27
205,506,2,5637,4.7,2024-05-02 03:43:27
206,365,1,7020,6.53,2024-03-19 18:47:52
207,64,1,15004,6.29,2024-01-01 13:36:27
208,274,2,12542,3.23,2024-02-29 23:43:16
209,486,1,9145,8.54,2024-09-24 11:59:05
210,104,2,13077,5.27,2024-05-02 02:40:48
211,272,2,2156,1.19,2024-04-16 20:19:52
212,509,2,8826,6.13,2024-03-18 12:28:01
213,68,2,8314,7.13,2024-05-17 12:17:28
214,435,1,12372,8.73,2024-11-07 01:38:03
215,273,2,14470,10.88,2024-06-27 14:06:23
216,543,1,15242,3.24,2024-06-04 21:52:11
217,35,2,14319,1.13,2024-05-30 04:25:52
218,318,2,7778,10.47,2024-02-15 10:56:16
219,559,2,7960,6.62,2024-01-04 22:05:40
220,245,1,10088,2.33,2024-04-13 04:32:32
221,288,1,13547,11.02,2024-07-02 22:47:59
222,426,1,8136,10.54,2024-05-06 06:52:05
223,495,2,6415,6.88,2024-02-13 21:04:30
224,377,2,15311,4.41,2024-12-14 23:38:24
225,260,1,3432,11.26,2024-12-01 22:02:37
226,590,1,7297,10.68,2024-01-27 04:52:00
227,54,2,6909,5.57,2024-03-14 20:10:47
228,183,1,1491,7.98,2024-10-14 04:27:57
229,291,2,11776,8.68,2024-12-16 23:13:41
230,345,1,10734,3.97,2024-12-15 15:05:58
231,239,1,13044,3.23,2024-01-19 06:21:24
232,109,2,9454,8.71,2024-07-10 13:36:28
233,47,1,5967,7.47,2024-01-25 10:26:56
234,236,2,7161,9.56,2024-09-22 00:39:42
235,105,1,9527,7.98,2024-07-30 14:41:56
236,522,1,15208,4.74,2024-09-03 21:14:58
237,146,2,12664,7.25,2024-12-04 20:12:54
238,27,2,3985,5.83,2024-06-13 22:54:19
239,573,1,1862,6.35,2024-12-08 07:10:06
240,444,1,13640,2.6,2024-07-09 19:31:30
241,137,2,728,1.69,2024-11-15 15:56:02
242,12,2,13479,6.56,2024-01-21 21:34:07
243,160,1,12176,7.98,2024-01-13 01:07:08
244,350,2,11596,5.75,2024-01-09 23:03:48
245,206,1,3741,2.94,2024-07-01 15:26:35
246,32,1,7579,7.21,2024-07-18 07:34:29
247,251,1,2696,2.01,2024-01-11 12:38:13
248,333,2,4833,1.93,2024-10-02 13:48:36
249,367,1,1340,1.76,2024-01-25 04:24:29
250,540,2,660,2.93,2024-12-24 16:05:57
251,246,2,9902,9.39,2024-10-11 01:58:26
252,412,1,15756,10.0,2024-07-17 00:45:46
253,11,2,3784,3.29,2024-05-01 16:16:48
254,66,2,6805,4.95,2024-11-28 17:10:26
255,207,1,10960,7.01,2024-04-20 14:54:01
256,296,2,15751,9.72,2024-10-23 03:01:35
257,26,2,11329,3.52,2024-10-20 15:28:28
258,539,2,9426,10.75,2024-06-11 03:00:40
259,159,1,8202,1.36,2024-05-01 17:00:20
260,383,1,9209,7.04,2024-04-19 00:02:12
261,32,2,11083,10.03,2024-04-05 04:12:50
262,565,2,12335,3.59,2024-08-16 06:59:21
263,278,2,15257,8.9,2024-06-17 11:03:17
264,164,1,8426,5.69,2024-10-28 19:07:47
265,538,1,2245,5.24,2024-10-27 12:22:19
266,7,1,7726,3.86,2024-12-19 17:47:28
267,531,2,10219,4.97,2024-05-11 23:21:25
268,443,1,721,4.24,2024-11-14 13:52:53
269,152,2,4650,8.63,2024-12-11 07:40:49
270,160,1,205,6.88,2024-04-01 01:27:35
271,439,2,5051,4.69,2024-08-13 04:44:18
272,531,1,914,9.43,2024-11-13 23:34:01
273,332,1,8593,8.63,2024-10-18 10:53:24
274,507,1,3470,10.81,2024-10-21 04:32:04
275,22,2,12374,3.63,2024-03-26 08:37:43
276,485,1,5765,1.98,2024-11-21 10:31:26
277,427,2,10805,9.32,2024-05-25 16:11:35
278,99,2,5234,7.39,2024-07-23 08:49:11
279,389,1,2919,5.9,2024-01-10 23:27:07
280,238,1,10785,2.67,2024-09-13 10:45:06
281,101,2,13509,3.96,2024-05-09 20:50:17
282,533,1,2760,5.03,2024-10-08 19:38:10
283,19,2,10784,4.92,2024-05-30 08:37:34
284,418,2,15605,4.1,2024-05-26 19:32:56
285,78,2,6641,9.82,2024-07-15 13:53:02
286,76,1,12257,3.97,2024-02-16 22:30:14
287,22,2,6723,11.76,2024-03-07 02:57:36
288,525,1,10692,6.61,2024-10-29 19:31:34
289,50,1,15020,3.53,2024-04-19 15:51:00
290,450,2,4442,9.48,2024-01-07 09:51:46
291,327,1,13261,5.1,2024-02-17 02:39:27
292,592,1,15608,7.15,2024-12-30 16:26:08
293,68,2,10480,4.24,2024-02-12 13:04:46
294,290,1,4954,5.96,2024-09-04 16:44:56
295,263,2,319,2.98,2024-11-06 10:34:18
296,491,1,180,9.76,2024-12-09 13:33:54
297,533,2,915,8.23,2024-07-11 02:37:22
298,405,2,15551,6.75,2024-11-06 16:29:12
299,427,1,498,5.32,2024-08-02 13:35:57
300,134,2,6597,10.08,2024-12-04 23:24:32
301,269,1,5082,2.14,2024-12-11 13:12:43
302,472,2,4868,1.24,2024-11-25 02:23:03
303,484,2,13416,8.76,2024-10-24 04:14:08
304,588,1,11691,6.29,2024-11-13 18:45:15
305,21,1,1187,5.12,2024-09-12 07:48:44
306,202,2,5353,9.72,2024-05-05 10:09:18
307,219,2,4651,11.88,2024-08-15 13:56:15
308,85,2,11356,1.25,2024-09-19 04:41:53
309,308,1,9069,2.67,2024-03-09 12:05:47
310,57,1,2410,8.94,2024-12-03 17:27:55
311,380,2,10961,6.81,2024-10-01 10:34:50
312,5,2,15699,8.71,2024-09-01 02:11:51
313,16,2,3603,7.93,2024-08-29 04:27:54
314,524,1,13251,10.17,2024-02-01 06:50:05
315,271,1,15071,2.23,2024-01-17 13:22:04
316,552,2,6563,4.77,2024-09-10 23:18:07
317,73,1,177,11.11,2024-04-23 19:27:50
318,356,1,934,7.44,2024-05-05 05:05:37
319,268,1,1839,11.79,2024-09-19 06:23:22
320,222,2,15042,8.37,2024-11-07 11:57:35
321,101,1,4568,2.14,2024-07-03 18:32:45
322,196,2,1584,5.88,2024-07-26 00:22:48
323,120,1,444,1.96,2024-10-11 05:24:47
324,290,2,15308,6.24,2024-03-24 10:39:14
325,234,1,9982,8.46,2024-05-12 20:04:16
326,180,1,8227,10.92,2024-09-16 00:45:25
327,128,1,12097,10.99,2024-01-26 14:24:32
328,444,1,2888,8.92,2024-06-15 00:58:32
329,397,2,5214,3.78,2024-03-31 07:47:46
330,378,1,529,8.71,2024-11-07 03:50:51
331,211,2,14274,5.83,2024-10-18 16:11:55
332,566,2,9623,9.5,2024-02-10 15:19:01
333,96,1,9067,5.25,2024-06-02 06:10:27
334,104,2,12223,9.34,2024-06-01 02:29:06
335,442,1,6912,10.96,2024-06-17 04:55:29
336,562,1,195,3.28,2024-12-26 23:47:25
337,68,2,8582,11.56,2024-09-08 22:33:29
338,541,1,4474,6.99,2024-03-16 00:05:13
339,222,1,4137,5.19,2024-02-23 20:55:10
340,325,2,14970,1.79,2024-10-25 10:18:36
341,491,1,7809,6.29,2024-06-21 11:38:30
342,7,2,4473,5.85,2024-08-08 05:55:43
343,75,2,11422,11.96,2024-07-10 17:01:19
344,579,1,6916,8.07,2024-04-05 05:21:12
345,170,2,10726,7.29,2024-12-13 06:00:17
346,76,2,3313,9.08,2024-03-03 17:11:57
347,202,2,12655,9.17,2024-02-03 10:28:01
348,490,2,6948,1.33,2024-05-08 02:15:57
349,312,1,14234,2.17,2024-07-29 03:39:32
350,133,1,1415,11.73,2024-11-20 11:48:39
351,56,2,15532,8.75,2024-02-13 08:42:49
352,148,1,9495,1.53,2024-12-26 06:45:17
353,370,1,13168,3.0,2024-06-21 12:27:34
354,66,2,6032,9.93,2024-04-16 01:31:28
355,429,1,9648,5.7,2024-02-02 21:57:58
356,305,1,15303,5.87,2024-03-21 15:58:17
357,277,2,9023,6.3,2024-07-31 08:30:44
358,350,1,272,2.29,2024-05-20 18:43:30
359,414,1,9764,4.26,2024-06-24 20:00:02
360,442,2,2345,2.27,2024-12-28 17:39:12
361,456,2,87,9.92,2024-11-20 17:46:03
362,47,2,10607,11.36,2024-10-24 02:02:14
363,208,2,6558,11.55,2024-01-12 14:43:18
364,140,1,13097,7.3,2024-05-23 13:05:36
365,396,1,11408,11.78,2024-02-16 09:43:47
366,473,2,13655,8.4,2024-02-19 03:47:51
367,200,2,6425,3.71,2024-08-06 03:40:33
368,291,1,5071,3.7,2024-06-23 13:56:56
369,410,2,5996,6.74,2024-01-09 13:02:09
370,490,1,8889,3.37,2024-06-07 16:47:45
371,500,2,10810,3.54,2024-12-19 22:31:10
372,175,1,12048,3.65,2024-11-27 22:03:16
373,151,1,251,2.75,2024-02-06 18:15:33
374,50,1,9970,6.1,2024-12-22 16:34:04
375,212,1,6361,8.11,2024-07-08 01:26:54
376,89,2,8391,8.15,2024-10-09 04:20:27
377,561,1,1501,10.28,2024-10-08 13:13:34
378,80,1,14222,6.43,2024-06-14 05:31:47
379,24,2,9974,9.57,2024-06-28 17:41:30
380,285,1,7639,2.88,2024-07-06 23:38:53
381,262,1,4373,8.05,2024-07-23 11:45:39
382,159,2,12706,6.63,2024-08-09 23:41:39
383,451,2,15542,7.34,2024-06-10 20:31:13
384,520,1,2540,5.09,2024-10-12 00:21:27
385,527,2,648,1.28,2024-02-29 11:55:07
386,534,1,12648,4.8,2024-11-01 00:16:17
387,45,2,9506,11.99,2024-03-20 10:56:43
388,445,2,4838,2.88,2024-01-19 05:51:20
389,553,2,8566,8.88,2024-11-08 16:15:24
390,506,1,9614,8.74,2024-08-07 10:56:03
391,184,1,5898,6.92,2024-09-14 08:45:19
392,185,2,15977,2.55,2024-03-03 23:49:33
393,423,2,15726,10.03,2024-12-23 07:15:23
394,463,2,4346,9.59,2024-01-01 21:27:09
395,472,2,1378,4.7,2024-01-19 13:41:16
396,468,2,5147,1.14,2024-05-08 09:08:31
397,486,1,12146,2.18,2024-01-08 20:57:27
398,282,2,15505,6.32,2024-09-06 23:18:54
399,439,1,10007,3.02,2024-03-13 12:01:23
400,151,2,1915,4.95,2024-10-01 15:28:38
401,276,2,12970,6.24,2024-07-18 22:34:09
402,201,2,13096,4.86,2024-06-20 23:29:13
403,451,2,7736,2.78,2024-08-21 19:34:03
404,438,2,32,8.16,2024-05-02 20:04:00
405,198,2,4278,4.7,2024-03-11 09:31:14
406,592,2,13025,11.83,2024-10-02 09:35:18
407,75,1,3262,5.91,2024-01-12 00:41:55
408,217,2,2972,8.05,2024-04-10 11:48:38
409,87,1,13657,4.21,2024-01-31 06:42:15
410,387,2,12003,1.27,2024-08-06 23:27:24
411,168,2,5727,10.21,2024-02-13 22:40:17
412,199,1,14852,9.54,2024-11-25 05:37:44
413,398,1,10941,11.18,2024-12-07 16:11:53
414,65,2,7279,9.91,2024-03-07 16:40:56
415,283,1,15257,3.46,2024-01-11 00:01:24
416,441,1,1917,6.04,2024-04-23 23:10:53
417,224,1,8938,3.04,2024-07-21 06:24:48
418,19,1,15039,8.72,2024-02-01 17:49:12
419,302,2,9481,5.41,2024-02-27 17:18:35
420,416,2,8253,3.79,2024-03-16 02:38:58
421,278,1,11725,2.89,2024-03-07 16:33:56
422,566,2,15410,1.86,2024-03-22 19:11:07
423,488,2,15304,1.75,2024-11-15 00:54:24
424,384,2,4764,6.43,2024-12-16 05:26:33
425,273,1,1439,8.11,2024-06-18 16:50:43
426,125,2,3231,1.24,2024-10-26 07:06:32
427,207,1,13287,7.26,2024-03-02 05:56:08
428,152,1,1039,3.47,2024-06-28 05:14:19
429,219,1,3785,10.11,2024-03-30 00:20:26
430,350,1,5249,11.52,2024-04-15 10:58:28
431,15,2,6948,11.03,2024-12-20 16:14:42
432,549,2,6085,9.11,2024-10-23 17:07:04
433,444,1,3792,11.86,2024-01-17 17:04:31
434,599,1,14414,5.9,2024-08-01 18:43:20
435,318,1,3079,2.42,2024-02-02 10:51:49
436,385,1,7409,7.37,2024-04-14 21:40:17
437,165,1,14852,10.62,2024-09-14 17:00:55
438,154,2,7779,9.58,2024-10-23 15:07:12
439,454,1,15101,11.16,2024-01-29 10:57:08
440,151,2,14193,7.96,2024-07-10 18:46:00
441,415,1,514,2.28,2024-11-02 21:30:28
442,322,1,10617,6.06,2024-06-07 20:55:05
443,440,1,8337,1.88,2024-12-13 21:59:02
444,476,2,3451,2.43,2024-07-11 13:59:27
445,498,2,10820,4.03,2024-08-15 00:57:49
446,20,1,13571,5.55,2024-01-12 09:37:26
447,192,2,1614,3.9,2024-09-06 16:39:30
448,29,1,14345,10.86,2024-09-21 03:28:48
449,216,1,1717,1.44,2024-12-27 16:03:32
450,550,1,903,1.32,2024-07-05 22:42:11
451,277,2,3860,4.11,2024-08-28 07:34:28
452,322,1,13405,11.55,2024-03-09 06:19:56
453,466,1,7528,4.57,2024-12-01 21:49:34
454,450,1,11184,11.78,2024-08-29 12:27:57
455,463,2,13548,8.5,2024-06-09 17:55:53
456,577,2,9526,7.7,2024-03-21 02:58:12
457,177,1,519,1.2,2024-10-02 19:33:32
458,31,2,13927,2.08,2024-02-14 08:14:18
459,212,2,13695,11.92,2024-12-09 14:18:48
460,101,2,15895,8.55,2024-03-05 14:59:19
461,169,2,6367,8.42,2024-09-25 01:37:39
462,137,2,13026,11.24,2024-03-07 23:18:36
463,493,2,4759,4.18,2024-10-24 20:12:50
464,266,1,10623,1.43,2024-03-02 15:22:23
465,71,1,7651,2.5,2024-02-11 00:52:47
466,378,2,14769,3.42,2024-12-22 03:08:05
467,116,2,3363,8.94,2024-04-03 07:15:47
468,530,1,466,9.26,2024-12-08 23:39:09
469,498,1,4905,8.07,2024-02-08 17:08:41
470,364,2,10905,9.24,2024-12-08 21:48:57
471,274,1,10401,2.04,2024-08-01 19:32:45
472,261,1,8439,4.2,2024-01-02 16:44:06
473,590,2,5465,2.83,2024-12-30 13:55:22
474,468,1,1855,7.59,2024-11-24 04:12:20
475,517,1,1466,6.3,2024-02-18 21:36:43
476,242,1,9402,9.24,2024-07-18 02:28:56
477,433,1,380,6.41,2024-01-30 13:50:23
478,569,1,3896,7.17,2024-12-17 20:47:36
479,406,2,11869,7.23,2024-11-13 10:45:45
480,121,1,13203,1.82,2024-08-16 04:37:52
481,547,2,12800,3.26,2024-02-08 10:36:00
482,497,1,6587,4.8,2024-08-09 01:41:30
483,408,1,11716,7.72,2024-01-07 00:55:28
484,181,2,13914,2.14,2024-03-25 02:29:50
485,95,1,14016,8.28,2024-08-18 20:08:34
486,39,2,12370,7.01,2024-04-04 07:34:57
487,598,2,12661,5.3,2024-05-14 10:36:38
488,377,2,3038,1.03,2024-07-27 03:22:25
489,345,1,11572,11.98,2024-11-28 05:33:05
490,554,1,1019,2.84,2024-10-06 01:14:52
491,217,1,6719,1.75,2024-11-15 10:54:23
492,158,1,7946,2.93,2024-02-24 10:30:11
493,552,2,3320,3.16,2024-12-22 03:25:35
494,66,1,1269,7.9,2024-06-26 00:02:12
495,97,2,15920,9.4,2024-12-04 22:16:51
496,377,1,11646,1.61,2024-10-23 09:10:02
497,148,1,4674,4.05,2024-09-19 13:39:12
498,435,2,5013,7.27,2024-06-29 18:56:35
499,417,2,1781,11.19,2024-12-24 04:21:03
500,140,2,9238,1.71,2024-07-26 05:07:40
501,225,1,13904,3.81,2024-04-17 07:46:01
502,303,2,6367,9.89,2024-08-24 12:05:40
503,166,1,739,11.78,2024-06-02 03:36:15
504,1,1,2814,3.88,2024-07-18 08:09:38
505,118,1,9953,9.36,2024-02-01 13:16:20
506,593,1,8256,6.4,2024-03-05 18:35:52
507,493,1,8560,9.36,2024-08-08 20:25:40
508,514,2,472,8.42,2024-03-01 09:51:40
509,106,1,15498,3.31,2024-06-13 06:56:09
510,7,1,6505,7.53,2024-04-23 22:30:01
511,486,1,8129,4.32,2024-12-08 09:25:55
512,505,1,2666,7.41,2024-12-09 21:18:10
513,3,2,9634,8.82,2024-10-09 22:29:32
514,174,1,5781,4.18,2024-10-06 11:21:17
515,433,2,13301,5.47,2024-08-03 13:59:03
516,475,2,11158,7.87,2024-01-06 10:38:58
517,360,2,7806,8.0,2024-02-18 05:28:47
518,237,1,10192,1.12,2024-07-31 11:05:26
519,250,2,8877,11.02,2024-02-19 20:37:14
520,35,2,13860,9.28,2024-03-08 14:28:47
521,473,1,2818,6.6,2024-10-28 00:26:11
522,362,1,2824,6.23,2024-01-01 18:48:51
523,458,1,11784,7.43,2024-05-02 18:57:24
524,476,1,11812,3.62,2024-06-19 00:50:06
525,563,1,4224,7.25,2024-10-02 11:57:51
526,118,1,7253,4.12,2024-12-15 23:41:09
527,326,1,5631,11.61,2024-08-22 02:33:43
528,484,2,9023,3.92,2024-07-02 17:43:52
529,166,1,15516,2.41,2024-08-13 04:20:36
530,311,2,2105,10.79,2024-07-31 03:18:20
531,21,2,8690,10.34,2024-09-29 22:14:46
532,111,2,9434,8.07,2024-10-16 03:58:08
533,447,1,14118,8.99,2024-01-07 05:45:17
534,588,1,13957,6.78,2024-12-20 23:01:30
535,123,1,7511,11.85,2024-11-17 07:12:07
536,409,2,12633,2.91,2024-11-14 08:42:42
537,447,1,13423,8.55,2024-07-09 21:37:16
